"Date","CUURA319SEHA"
1917-12-01,26.2
1918-01-01,NA
1918-02-01,NA
1918-03-01,NA
1918-04-01,NA
1918-05-01,NA
1918-06-01,NA
1918-07-01,NA
1918-08-01,NA
1918-09-01,NA
1918-10-01,NA
1918-11-01,NA
1918-12-01,29.8
1919-01-01,NA
1919-02-01,NA
1919-03-01,NA
1919-04-01,NA
1919-05-01,NA
1919-06-01,30
1919-07-01,NA
1919-08-01,NA
1919-09-01,NA
1919-10-01,NA
1919-11-01,NA
1919-12-01,34.7
1920-01-01,NA
1920-02-01,NA
1920-03-01,NA
1920-04-01,NA
1920-05-01,NA
1920-06-01,36.8
1920-07-01,NA
1920-08-01,NA
1920-09-01,NA
1920-10-01,NA
1920-11-01,NA
1920-12-01,45.3
1921-01-01,NA
1921-02-01,NA
1921-03-01,NA
1921-04-01,NA
1921-05-01,46.8
1921-06-01,NA
1921-07-01,NA
1921-08-01,NA
1921-09-01,46.3
1921-10-01,NA
1921-11-01,NA
1921-12-01,45.9
1922-01-01,NA
1922-02-01,NA
1922-03-01,45.1
1922-04-01,NA
1922-05-01,NA
1922-06-01,44
1922-07-01,NA
1922-08-01,NA
1922-09-01,42.8
1922-10-01,NA
1922-11-01,NA
1922-12-01,42.6
1923-01-01,NA
1923-02-01,NA
1923-03-01,42.4
1923-04-01,NA
1923-05-01,NA
1923-06-01,42.2
1923-07-01,NA
1923-08-01,NA
1923-09-01,42.5
1923-10-01,NA
1923-11-01,NA
1923-12-01,42.4
1924-01-01,NA
1924-02-01,NA
1924-03-01,42.2
1924-04-01,NA
1924-05-01,NA
1924-06-01,41.9
1924-07-01,NA
1924-08-01,NA
1924-09-01,41.3
1924-10-01,NA
1924-11-01,NA
1924-12-01,41.1
1925-01-01,NA
1925-02-01,NA
1925-03-01,NA
1925-04-01,NA
1925-05-01,NA
1925-06-01,40.7
1925-07-01,NA
1925-08-01,NA
1925-09-01,NA
1925-10-01,NA
1925-11-01,NA
1925-12-01,39.1
1926-01-01,NA
1926-02-01,NA
1926-03-01,NA
1926-04-01,NA
1926-05-01,NA
1926-06-01,37.8
1926-07-01,NA
1926-08-01,NA
1926-09-01,NA
1926-10-01,NA
1926-11-01,NA
1926-12-01,37.2
1927-01-01,NA
1927-02-01,NA
1927-03-01,NA
1927-04-01,NA
1927-05-01,NA
1927-06-01,37.1
1927-07-01,NA
1927-08-01,NA
1927-09-01,NA
1927-10-01,NA
1927-11-01,NA
1927-12-01,36.5
1928-01-01,NA
1928-02-01,NA
1928-03-01,NA
1928-04-01,NA
1928-05-01,NA
1928-06-01,36.3
1928-07-01,NA
1928-08-01,NA
1928-09-01,NA
1928-10-01,NA
1928-11-01,NA
1928-12-01,36.2
1929-01-01,NA
1929-02-01,NA
1929-03-01,NA
1929-04-01,NA
1929-05-01,NA
1929-06-01,36
1929-07-01,NA
1929-08-01,NA
1929-09-01,NA
1929-10-01,NA
1929-11-01,NA
1929-12-01,35.6
1930-01-01,NA
1930-02-01,NA
1930-03-01,NA
1930-04-01,NA
1930-05-01,NA
1930-06-01,34.8
1930-07-01,NA
1930-08-01,NA
1930-09-01,NA
1930-10-01,NA
1930-11-01,NA
1930-12-01,34.2
1931-01-01,NA
1931-02-01,NA
1931-03-01,NA
1931-04-01,NA
1931-05-01,NA
1931-06-01,33.5
1931-07-01,NA
1931-08-01,NA
1931-09-01,NA
1931-10-01,NA
1931-11-01,NA
1931-12-01,31.3
1932-01-01,NA
1932-02-01,NA
1932-03-01,NA
1932-04-01,NA
1932-05-01,NA
1932-06-01,30
1932-07-01,NA
1932-08-01,NA
1932-09-01,NA
1932-10-01,NA
1932-11-01,NA
1932-12-01,26.2
1933-01-01,NA
1933-02-01,NA
1933-03-01,NA
1933-04-01,NA
1933-05-01,NA
1933-06-01,24.7
1933-07-01,NA
1933-08-01,NA
1933-09-01,NA
1933-10-01,NA
1933-11-01,NA
1933-12-01,23.2
1934-01-01,NA
1934-02-01,NA
1934-03-01,NA
1934-04-01,NA
1934-05-01,NA
1934-06-01,23
1934-07-01,NA
1934-08-01,NA
1934-09-01,NA
1934-10-01,NA
1934-11-01,23.1
1934-12-01,NA
1935-01-01,NA
1935-02-01,NA
1935-03-01,23.2
1935-04-01,NA
1935-05-01,NA
1935-06-01,NA
1935-07-01,23.2
1935-08-01,NA
1935-09-01,NA
1935-10-01,23.5
1935-11-01,NA
1935-12-01,NA
1936-01-01,23.7
1936-02-01,NA
1936-03-01,NA
1936-04-01,23.8
1936-05-01,NA
1936-06-01,NA
1936-07-01,23.9
1936-08-01,NA
1936-09-01,24.3
1936-10-01,NA
1936-11-01,NA
1936-12-01,24.5
1937-01-01,NA
1937-02-01,NA
1937-03-01,24.6
1937-04-01,NA
1937-05-01,NA
1937-06-01,25
1937-07-01,NA
1937-08-01,NA
1937-09-01,25.6
1937-10-01,NA
1937-11-01,NA
1937-12-01,25.9
1938-01-01,NA
1938-02-01,NA
1938-03-01,25.9
1938-04-01,NA
1938-05-01,NA
1938-06-01,25.9
1938-07-01,NA
1938-08-01,NA
1938-09-01,25.9
1938-10-01,NA
1938-11-01,NA
1938-12-01,25.9
1939-01-01,NA
1939-02-01,NA
1939-03-01,25.9
1939-04-01,NA
1939-05-01,NA
1939-06-01,25.9
1939-07-01,NA
1939-08-01,NA
1939-09-01,25.9
1939-10-01,NA
1939-11-01,NA
1939-12-01,25.9
1940-01-01,NA
1940-02-01,NA
1940-03-01,25.9
1940-04-01,NA
1940-05-01,NA
1940-06-01,25.9
1940-07-01,NA
1940-08-01,NA
1940-09-01,25.9
1940-10-01,NA
1940-11-01,NA
1940-12-01,25.9
1941-01-01,NA
1941-02-01,NA
1941-03-01,26
1941-04-01,NA
1941-05-01,NA
1941-06-01,26.1
1941-07-01,NA
1941-08-01,NA
1941-09-01,26.2
1941-10-01,NA
1941-11-01,NA
1941-12-01,26.4
1942-01-01,NA
1942-02-01,NA
1942-03-01,26.5
1942-04-01,NA
1942-05-01,NA
1942-06-01,26.6
1942-07-01,NA
1942-08-01,NA
1942-09-01,26.6
1942-10-01,NA
1942-11-01,NA
1942-12-01,26.6
1943-01-01,NA
1943-02-01,NA
1943-03-01,26.7
1943-04-01,NA
1943-05-01,NA
1943-06-01,26.7
1943-07-01,NA
1943-08-01,NA
1943-09-01,26.7
1943-10-01,NA
1943-11-01,NA
1943-12-01,26.7
1944-01-01,NA
1944-02-01,NA
1944-03-01,26.7
1944-04-01,NA
1944-05-01,NA
1944-06-01,26.8
1944-07-01,NA
1944-08-01,NA
1944-09-01,26.8
1944-10-01,NA
1944-11-01,NA
1944-12-01,NA
1945-01-01,NA
1945-02-01,NA
1945-03-01,26.9
1945-04-01,NA
1945-05-01,NA
1945-06-01,NA
1945-07-01,NA
1945-08-01,NA
1945-09-01,27
1945-10-01,NA
1945-11-01,NA
1945-12-01,NA
1946-01-01,NA
1946-02-01,NA
1946-03-01,27.1
1946-04-01,NA
1946-05-01,NA
1946-06-01,NA
1946-07-01,NA
1946-08-01,NA
1946-09-01,27.3
1946-10-01,NA
1946-11-01,NA
1946-12-01,NA
1947-01-01,NA
1947-02-01,NA
1947-03-01,NA
1947-04-01,NA
1947-05-01,27.6
1947-06-01,NA
1947-07-01,NA
1947-08-01,NA
1947-09-01,NA
1947-10-01,NA
1947-11-01,29.7
1947-12-01,NA
1948-01-01,NA
1948-02-01,30.2
1948-03-01,NA
1948-04-01,NA
1948-05-01,30.8
1948-06-01,NA
1948-07-01,NA
1948-08-01,31.8
1948-09-01,NA
1948-10-01,NA
1948-11-01,32.5
1948-12-01,NA
1949-01-01,NA
1949-02-01,33.3
1949-03-01,NA
1949-04-01,NA
1949-05-01,34.1
1949-06-01,NA
1949-07-01,NA
1949-08-01,34.6
1949-09-01,NA
1949-10-01,NA
1949-11-01,35.2
1949-12-01,NA
1950-01-01,NA
1950-02-01,35.5
1950-03-01,NA
1950-04-01,NA
1950-05-01,35.7
1950-06-01,NA
1950-07-01,NA
1950-08-01,35.7
1950-09-01,NA
1950-10-01,NA
1950-11-01,36
1950-12-01,NA
1951-01-01,NA
1951-02-01,36.4
1951-03-01,NA
1951-04-01,NA
1951-05-01,36.6
1951-06-01,NA
1951-07-01,NA
1951-08-01,36.9
1951-09-01,NA
1951-10-01,NA
1951-11-01,37.2
1951-12-01,NA
1952-01-01,NA
1952-02-01,37.5
1952-03-01,NA
1952-04-01,NA
1952-05-01,37.7
1952-06-01,NA
1952-07-01,NA
1952-08-01,38
1952-09-01,NA
1952-10-01,NA
1952-11-01,39
1952-12-01,NA
1953-01-01,NA
1953-02-01,NA
1953-03-01,40.1
1953-04-01,NA
1953-05-01,NA
1953-06-01,NA
1953-07-01,NA
1953-08-01,NA
1953-09-01,40.5
1953-10-01,NA
1953-11-01,NA
1953-12-01,NA
1954-01-01,NA
1954-02-01,NA
1954-03-01,40.9
1954-04-01,NA
1954-05-01,NA
1954-06-01,NA
1954-07-01,NA
1954-08-01,NA
1954-09-01,41.1
1954-10-01,NA
1954-11-01,NA
1954-12-01,NA
1955-01-01,NA
1955-02-01,NA
1955-03-01,41.5
1955-04-01,NA
1955-05-01,NA
1955-06-01,NA
1955-07-01,NA
1955-08-01,NA
1955-09-01,42.2
1955-10-01,NA
1955-11-01,NA
1955-12-01,NA
1956-01-01,NA
1956-02-01,NA
1956-03-01,42.3
1956-04-01,NA
1956-05-01,NA
1956-06-01,NA
1956-07-01,NA
1956-08-01,NA
1956-09-01,42.4
1956-10-01,NA
1956-11-01,NA
1956-12-01,42.5
1957-01-01,NA
1957-02-01,NA
1957-03-01,42.7
1957-04-01,NA
1957-05-01,NA
1957-06-01,42.7
1957-07-01,NA
1957-08-01,NA
1957-09-01,42.8
1957-10-01,NA
1957-11-01,NA
1957-12-01,42.8
1958-01-01,NA
1958-02-01,NA
1958-03-01,43
1958-04-01,NA
1958-05-01,NA
1958-06-01,43
1958-07-01,NA
1958-08-01,NA
1958-09-01,43.2
1958-10-01,NA
1958-11-01,NA
1958-12-01,43.4
1959-01-01,NA
1959-02-01,NA
1959-03-01,43.5
1959-04-01,NA
1959-05-01,NA
1959-06-01,43.7
1959-07-01,NA
1959-08-01,NA
1959-09-01,43.7
1959-10-01,NA
1959-11-01,NA
1959-12-01,43.8
1960-01-01,NA
1960-02-01,NA
1960-03-01,44
1960-04-01,NA
1960-05-01,NA
1960-06-01,44.2
1960-07-01,NA
1960-08-01,NA
1960-09-01,44.3
1960-10-01,NA
1960-11-01,NA
1960-12-01,44.2
1961-01-01,NA
1961-02-01,NA
1961-03-01,44.4
1961-04-01,NA
1961-05-01,NA
1961-06-01,44.4
1961-07-01,NA
1961-08-01,NA
1961-09-01,44.5
1961-10-01,NA
1961-11-01,NA
1961-12-01,44.7
1962-01-01,NA
1962-02-01,NA
1962-03-01,44.7
1962-04-01,NA
1962-05-01,NA
1962-06-01,44.8
1962-07-01,NA
1962-08-01,NA
1962-09-01,44.8
1962-10-01,NA
1962-11-01,NA
1962-12-01,44.8
1963-01-01,NA
1963-02-01,NA
1963-03-01,44.9
1963-04-01,NA
1963-05-01,NA
1963-06-01,44.9
1963-07-01,NA
1963-08-01,NA
1963-09-01,45
1963-10-01,NA
1963-11-01,NA
1963-12-01,45.1
1964-01-01,NA
1964-02-01,NA
1964-03-01,45
1964-04-01,NA
1964-05-01,NA
1964-06-01,45
1964-07-01,NA
1964-08-01,NA
1964-09-01,45.1
1964-10-01,NA
1964-11-01,NA
1964-12-01,45.2
1965-01-01,NA
1965-02-01,NA
1965-03-01,45.3
1965-04-01,NA
1965-05-01,NA
1965-06-01,45.4
1965-07-01,NA
1965-08-01,NA
1965-09-01,45.5
1965-10-01,NA
1965-11-01,NA
1965-12-01,45.5
1966-01-01,NA
1966-02-01,NA
1966-03-01,45.6
1966-04-01,NA
1966-05-01,NA
1966-06-01,45.9
1966-07-01,NA
1966-08-01,NA
1966-09-01,46
1966-10-01,NA
1966-11-01,NA
1966-12-01,46
1967-01-01,NA
1967-02-01,NA
1967-03-01,46.6
1967-04-01,NA
1967-05-01,NA
1967-06-01,46.7
1967-07-01,NA
1967-08-01,NA
1967-09-01,47.1
1967-10-01,NA
1967-11-01,NA
1967-12-01,47.4
1968-01-01,NA
1968-02-01,NA
1968-03-01,47.7
1968-04-01,NA
1968-05-01,NA
1968-06-01,48.1
1968-07-01,NA
1968-08-01,NA
1968-09-01,48.2
1968-10-01,NA
1968-11-01,NA
1968-12-01,48.5
1969-01-01,NA
1969-02-01,NA
1969-03-01,48.9
1969-04-01,NA
1969-05-01,NA
1969-06-01,49.4
1969-07-01,NA
1969-08-01,NA
1969-09-01,49.8
1969-10-01,NA
1969-11-01,NA
1969-12-01,50.3
1970-01-01,NA
1970-02-01,NA
1970-03-01,50.9
1970-04-01,NA
1970-05-01,NA
1970-06-01,51.5
1970-07-01,NA
1970-08-01,NA
1970-09-01,51.9
1970-10-01,NA
1970-11-01,NA
1970-12-01,52.4
1971-01-01,NA
1971-02-01,NA
1971-03-01,52.7
1971-04-01,NA
1971-05-01,NA
1971-06-01,53.3
1971-07-01,NA
1971-08-01,NA
1971-09-01,53.7
1971-10-01,NA
1971-11-01,NA
1971-12-01,54
1972-01-01,NA
1972-02-01,NA
1972-03-01,54.4
1972-04-01,NA
1972-05-01,NA
1972-06-01,54.8
1972-07-01,NA
1972-08-01,NA
1972-09-01,55.1
1972-10-01,NA
1972-11-01,NA
1972-12-01,55.3
1973-01-01,NA
1973-02-01,NA
1973-03-01,55.6
1973-04-01,NA
1973-05-01,NA
1973-06-01,56.2
1973-07-01,NA
1973-08-01,NA
1973-09-01,56.9
1973-10-01,NA
1973-11-01,NA
1973-12-01,57.5
1974-01-01,NA
1974-02-01,NA
1974-03-01,57.9
1974-04-01,NA
1974-05-01,NA
1974-06-01,58.4
1974-07-01,NA
1974-08-01,NA
1974-09-01,59
1974-10-01,NA
1974-11-01,NA
1974-12-01,59.7
1975-01-01,NA
1975-02-01,NA
1975-03-01,60
1975-04-01,NA
1975-05-01,NA
1975-06-01,60.4
1975-07-01,NA
1975-08-01,NA
1975-09-01,60.7
1975-10-01,NA
1975-11-01,NA
1975-12-01,61
1976-01-01,NA
1976-02-01,NA
1976-03-01,61.2
1976-04-01,NA
1976-05-01,NA
1976-06-01,61.5
1976-07-01,NA
1976-08-01,NA
1976-09-01,61.7
1976-10-01,NA
1976-11-01,NA
1976-12-01,61.7
1977-01-01,NA
1977-02-01,NA
1977-03-01,62.3
1977-04-01,NA
1977-05-01,NA
1977-06-01,63.4
1977-07-01,NA
1977-08-01,NA
1977-09-01,64.1
1977-10-01,NA
1977-11-01,NA
1977-12-01,64.7
1978-01-01,NA
1978-02-01,64.6
1978-03-01,NA
1978-04-01,64.4
1978-05-01,NA
1978-06-01,64.8
1978-07-01,NA
1978-08-01,64.9
1978-09-01,NA
1978-10-01,66.9
1978-11-01,NA
1978-12-01,69.1
1979-01-01,NA
1979-02-01,68.9
1979-03-01,NA
1979-04-01,69.9
1979-05-01,NA
1979-06-01,72
1979-07-01,NA
1979-08-01,71.4
1979-09-01,NA
1979-10-01,72.8
1979-11-01,NA
1979-12-01,74
1980-01-01,NA
1980-02-01,75.6
1980-03-01,NA
1980-04-01,74.9
1980-05-01,NA
1980-06-01,78
1980-07-01,NA
1980-08-01,80.2
1980-09-01,NA
1980-10-01,81.9
1980-11-01,NA
1980-12-01,84.5
1981-01-01,NA
1981-02-01,85.8
1981-03-01,NA
1981-04-01,87.4
1981-05-01,NA
1981-06-01,88
1981-07-01,NA
1981-08-01,88.9
1981-09-01,NA
1981-10-01,90.1
1981-11-01,NA
1981-12-01,91
1982-01-01,NA
1982-02-01,91
1982-03-01,NA
1982-04-01,92.4
1982-05-01,NA
1982-06-01,93.4
1982-07-01,NA
1982-08-01,93.2
1982-09-01,NA
1982-10-01,95.6
1982-11-01,NA
1982-12-01,97.8
1983-01-01,NA
1983-02-01,96.9
1983-03-01,NA
1983-04-01,99.5
1983-05-01,NA
1983-06-01,101.5
1983-07-01,NA
1983-08-01,100.8
1983-09-01,NA
1983-10-01,101
1983-11-01,NA
1983-12-01,103.7
1984-01-01,NA
1984-02-01,103.5
1984-03-01,NA
1984-04-01,103.4
1984-05-01,NA
1984-06-01,106.1
1984-07-01,NA
1984-08-01,106.9
1984-09-01,NA
1984-10-01,108.3
1984-11-01,NA
1984-12-01,109.5
1985-01-01,NA
1985-02-01,110.9
1985-03-01,NA
1985-04-01,112.6
1985-05-01,NA
1985-06-01,114.3
1985-07-01,NA
1985-08-01,117.1
1985-09-01,NA
1985-10-01,117.2
1985-11-01,NA
1985-12-01,119
1986-01-01,NA
1986-02-01,120
1986-03-01,NA
1986-04-01,121.5
1986-05-01,NA
1986-06-01,122.7
1986-07-01,NA
1986-08-01,124.1
1986-09-01,NA
1986-10-01,124.6
1986-11-01,NA
1986-12-01,125.6
1987-01-01,NA
1987-02-01,NA
1987-03-01,NA
1987-04-01,NA
1987-05-01,NA
1987-06-01,NA
1987-07-01,NA
1987-08-01,NA
1987-09-01,NA
1987-10-01,NA
1987-11-01,NA
1987-12-01,NA
1988-01-01,NA
1988-02-01,NA
1988-03-01,NA
1988-04-01,NA
1988-05-01,NA
1988-06-01,NA
1988-07-01,NA
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,NA
1989-01-01,NA
1989-02-01,NA
1989-03-01,NA
1989-04-01,NA
1989-05-01,NA
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,NA
1989-12-01,NA
1990-01-01,NA
1990-02-01,NA
1990-03-01,NA
1990-04-01,NA
1990-05-01,NA
1990-06-01,NA
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,NA
1991-01-01,NA
1991-02-01,NA
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,NA
1992-01-01,NA
1992-02-01,NA
1992-03-01,NA
1992-04-01,NA
1992-05-01,NA
1992-06-01,NA
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,NA
1992-12-01,NA
1993-01-01,NA
1993-02-01,NA
1993-03-01,NA
1993-04-01,NA
1993-05-01,NA
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,NA
1993-12-01,NA
1994-01-01,NA
1994-02-01,NA
1994-03-01,NA
1994-04-01,NA
1994-05-01,NA
1994-06-01,NA
1994-07-01,NA
1994-08-01,NA
1994-09-01,NA
1994-10-01,NA
1994-11-01,NA
1994-12-01,NA
1995-01-01,NA
1995-02-01,NA
1995-03-01,NA
1995-04-01,NA
1995-05-01,NA
1995-06-01,NA
1995-07-01,NA
1995-08-01,NA
1995-09-01,NA
1995-10-01,NA
1995-11-01,NA
1995-12-01,NA
1996-01-01,NA
1996-02-01,NA
1996-03-01,NA
1996-04-01,NA
1996-05-01,NA
1996-06-01,NA
1996-07-01,NA
1996-08-01,NA
1996-09-01,NA
1996-10-01,NA
1996-11-01,NA
1996-12-01,NA
1997-01-01,NA
1997-02-01,NA
1997-03-01,NA
1997-04-01,NA
1997-05-01,NA
1997-06-01,NA
1997-07-01,NA
1997-08-01,NA
1997-09-01,NA
1997-10-01,NA
1997-11-01,NA
1997-12-01,174.5
1998-01-01,175.2
1998-02-01,176
1998-03-01,176.5
1998-04-01,177.9
1998-05-01,178.4
1998-06-01,179.6
1998-07-01,179.6
1998-08-01,180.2
1998-09-01,180.7
1998-10-01,181.2
1998-11-01,182.1
1998-12-01,181.9
1999-01-01,182.3
1999-02-01,182.4
1999-03-01,182.9
1999-04-01,183.7
1999-05-01,184.7
1999-06-01,184.6
1999-07-01,184.8
1999-08-01,185.7
1999-09-01,186.6
1999-10-01,186.9
1999-11-01,187.6
1999-12-01,187.7
2000-01-01,188.2
2000-02-01,188.8
2000-03-01,189.2
2000-04-01,189.4
2000-05-01,189.9
2000-06-01,190
2000-07-01,190.4
2000-08-01,191.2
2000-09-01,192
2000-10-01,193.1
2000-11-01,193.6
2000-12-01,195.9
2001-01-01,196.9
2001-02-01,197.5
2001-03-01,198.2
2001-04-01,199.1
2001-05-01,200.7
2001-06-01,200.9
2001-07-01,201.3
2001-08-01,202.5
2001-09-01,203.5
2001-10-01,204.4
2001-11-01,204.8
2001-12-01,206.2
2002-01-01,206.7
2002-02-01,207.4
2002-03-01,208
2002-04-01,208.4
2002-05-01,208.7
2002-06-01,209.5
2002-07-01,208
2002-08-01,207.2
2002-09-01,206.8
2002-10-01,206
2002-11-01,206.5
2002-12-01,204.5
2003-01-01,206.7
2003-02-01,207.6
2003-03-01,207.9
2003-04-01,207.5
2003-05-01,207.2
2003-06-01,207.4
2003-07-01,205.3
2003-08-01,205.2
2003-09-01,204.2
2003-10-01,204
2003-11-01,202.8
2003-12-01,201.5
2004-01-01,200.8
2004-02-01,201
2004-03-01,201.8
2004-04-01,201.1
2004-05-01,201
2004-06-01,200.9
2004-07-01,199.7
2004-08-01,199.6
2004-09-01,199.1
2004-10-01,199
2004-11-01,199
2004-12-01,198.9
2005-01-01,200.3
2005-02-01,200.3
2005-03-01,201.4
2005-04-01,201
2005-05-01,200.7
2005-06-01,201.3
2005-07-01,200.8
2005-08-01,199.8
2005-09-01,199.7
2005-10-01,199.4
2005-11-01,199.8
2005-12-01,200.4
2006-01-01,201.3
2006-02-01,202.2
2006-03-01,201.2
2006-04-01,200.8
2006-05-01,201.5
2006-06-01,201.8
2006-07-01,202.4
2006-08-01,202.8
2006-09-01,203.6
2006-10-01,204.5
2006-11-01,205.6
2006-12-01,206.5
2007-01-01,207.242
2007-02-01,207.767
2007-03-01,206.967
2007-04-01,208.316
2007-05-01,208.923
2007-06-01,209.757
2007-07-01,211.919
2007-08-01,214.334
2007-09-01,217.941
2007-10-01,219.5
2007-11-01,220.211
2007-12-01,222.41
2008-01-01,221.793
2008-02-01,222.583
2008-03-01,221.999
2008-04-01,221.608
2008-05-01,221.792
2008-06-01,221.825
2008-07-01,221.23
2008-08-01,219.252
2008-09-01,217.591
2008-10-01,217.586
2008-11-01,217.051
2008-12-01,216.215
2009-01-01,216.478
2009-02-01,217.491
2009-03-01,219.288
2009-04-01,218.334
2009-05-01,219.098
2009-06-01,219.63
2009-07-01,218.574
2009-08-01,218.786
2009-09-01,216.624
2009-10-01,215.571
2009-11-01,213.838
2009-12-01,213.952
2010-01-01,213.457
2010-02-01,213.142
2010-03-01,216.675
2010-04-01,214.936
2010-05-01,215.09
2010-06-01,213.311
2010-07-01,209.444
2010-08-01,208.954
2010-09-01,208.342
2010-10-01,209
2010-11-01,208.605
2010-12-01,206.611
2011-01-01,206.138
2011-02-01,205.344
2011-03-01,204.845
2011-04-01,205.013
2011-05-01,205.249
2011-06-01,205.439
2011-07-01,205.949
2011-08-01,205.717
2011-09-01,204.598
2011-10-01,205.452
2011-11-01,206.19
2011-12-01,209.563
2012-01-01,211.272
2012-02-01,211.62
2012-03-01,209.774
2012-04-01,210.243
2012-05-01,208.79
2012-06-01,207.109
2012-07-01,206.563
2012-08-01,207.176
2012-09-01,208.067
2012-10-01,208.422
2012-11-01,209.508
2012-12-01,209.039
2013-01-01,209.305
2013-02-01,210.018
2013-03-01,211.061
2013-04-01,211.906
2013-05-01,213.201
2013-06-01,213.586
2013-07-01,214.584
2013-08-01,215.748
2013-09-01,216.126
2013-10-01,215.891
2013-11-01,217.006
2013-12-01,218.428
2014-01-01,219.812
2014-02-01,219.684
2014-03-01,219.877
2014-04-01,221.399
2014-05-01,222.037
2014-06-01,223.294
2014-07-01,223.731
2014-08-01,224.852
2014-09-01,225.55
2014-10-01,226.64
2014-11-01,227.099
2014-12-01,227.608
2015-01-01,229.535
2015-02-01,230.417
2015-03-01,231.403
2015-04-01,232.801
2015-05-01,233.323
2015-06-01,234.22
2015-07-01,235.384
2015-08-01,237.216
2015-09-01,237.84
2015-10-01,238.27
2015-11-01,239.926
2015-12-01,240.688
2016-01-01,241.154
2016-02-01,242.253
2016-03-01,243.594
2016-04-01,244.679
2016-05-01,245.973
2016-06-01,246.947
2016-07-01,248.368
2016-08-01,249.868
2016-09-01,250.925
2016-10-01,251.903
2016-11-01,253.299
2016-12-01,254.752
2017-01-01,256.121
2017-02-01,258.199
2017-03-01,259.385
2017-04-01,261.112
2017-05-01,262.714
2017-06-01,263.413
2017-07-01,263.789
2017-08-01,263.881
2017-09-01,265.088
2017-10-01,265.808
2017-11-01,266.278
2017-12-01,267.237
2018-01-01,268.112
2018-02-01,269.734
2018-03-01,270.528
2018-04-01,270.988
2018-05-01,271.92
2018-06-01,272.985
2018-07-01,274.158
2018-08-01,275.335
2018-09-01,277.169
2018-10-01,279.064
2018-11-01,281.112
2018-12-01,282.064
2019-01-01,282.115
2019-02-01,283.633
2019-03-01,284.394
2019-04-01,286.064
2019-05-01,287.944
2019-06-01,290.16
2019-07-01,291.578
2019-08-01,291.999
2019-09-01,291.594
2019-10-01,292.899
2019-11-01,293.959
2019-12-01,296.235
2020-01-01,297.668
2020-02-01,297.566
2020-03-01,297.805
2020-04-01,297.52
2020-05-01,298.442
2020-06-01,299.069
2020-07-01,299.068
2020-08-01,300.301
2020-09-01,302.509
2020-10-01,304.456
2020-11-01,307.104
2020-12-01,307.515
2021-01-01,308.985
2021-02-01,310.509
2021-03-01,309.609
2021-04-01,310.318
2021-05-01,310.578
2021-06-01,312.338
2021-07-01,313.87
2021-08-01,318.767
2021-09-01,323.519
2021-10-01,327.271
2021-11-01,330.103
2021-12-01,332.425
2022-01-01,336.541
2022-02-01,337.027
2022-03-01,337.849
2022-04-01,341.221
2022-05-01,345.113
2022-06-01,350.376
2022-07-01,353.929
2022-08-01,361.908
2022-09-01,365.306
2022-10-01,367.193
2022-11-01,370.333
2022-12-01,374.717
2023-01-01,378.715
2023-02-01,380.775
2023-03-01,384.013
2023-04-01,389.547
2023-05-01,391.54
2023-06-01,393.167
2023-07-01,395.253
2023-08-01,396.761
2023-09-01,399.049
2023-10-01,401.118
2023-11-01,401.472
